id,kanji,yomi,flag_1年生,flag_2年生,flag_3年生,flag_4年生,flag_5年生,flag_6年生,flag_BLEACH,flag_四字熟語,flag_難読,flag_地名,flag_ファントムシータ,note
1464,天理,てんり,,,,,,,,,1,1,,地名
1465,和歌山市,わかやまし,,,,,,,,,,1,,地名
1466,田辺,たなべ,,,,,,,,,,1,,地名
1467,新宮,しんぐう,,,,,,,,,1,1,,地名
1468,一意専心,いちいせんしん,,,,,,,,1,,,,追加：四字熟語
1469,一国一城,いっこくいちじょう,,,,,,,,1,,,,追加：四字熟語
1470,一言一句,いちごんいっく,,,,,,,,1,,,,追加：四字熟語
1471,一日千秋,いちじつせんしゅう,,,,,,,,1,,,,追加：四字熟語
1472,一念発起,いちねんほっき,,,,,,,,1,,,,追加：四字熟語
1473,一望千里,いちぼうせんり,,,,,,,,1,,,,追加：四字熟語
1474,一蓮托生,いちれんたくしょう,,,,,,,,1,,,,追加：四字熟語
1475,一陽来復,いちようらいふく,,,,,,,,1,,,,追加：四字熟語
1476,一攫千金,いっかくせんきん,,,,,,,,1,,,,追加：四字熟語
1477,一気呵成,いっきかせい,,,,,,,,1,,,,追加：四字熟語
1478,一騎当千,いっきとうせん,,,,,,,,1,,,,追加：四字熟語
1479,一切合切,いっさいがっさい,,,,,,,,1,,,,追加：四字熟語
1480,一視同仁,いっしどうじん,,,,,,,,1,,,,追加：四字熟語
1481,一心不乱,いっしんふらん,,,,,,,,1,,,,追加：四字熟語
1482,一世一代,いっせいちだい,,,,,,,,1,,,,追加：四字熟語
1483,一得一失,いっとくいっしつ,,,,,,,,1,,,,追加：四字熟語
1484,一念通天,いちねんつうてん,,,,,,,,1,,,,追加：四字熟語
1485,一罰百戒,いちばつひゃっかい,,,,,,,,1,,,,追加：四字熟語
1486,一病息災,いちびょうそくさい,,,,,,,,1,,,,追加：四字熟語
1487,一味同心,いちみどうしん,,,,,,,,1,,,,追加：四字熟語
1488,一問一答,いちもんいっとう,,,,,,,,1,,,,追加：四字熟語
1489,一利一害,いちりいちがい,,,,,,,,1,,,,追加：四字熟語
1490,二者択一,にしゃたくいつ,,,,,,,,1,,,,追加：四字熟語
1491,二転三転,にてんさんてん,,,,,,,,1,,,,追加：四字熟語
1492,二人三脚,ににんさんきゃく,,,,,,,,1,,,,追加：四字熟語
1493,三権分立,さんけんぶんりつ,,,,,,,,1,,,,追加：四字熟語
1494,三三五五,さんさんごご,,,,,,,,1,,,,追加：四字熟語
1495,三者鼎立,さんしゃていりつ,,,,,,,,1,,,,追加：四字熟語
1496,三十六計,さんじゅうろっけい,,,,,,,,1,,,,追加：四字熟語
1497,三拝九拝,さんぱいきゅうはい,,,,,,,,1,,,,追加：四字熟語
1498,三面六臂,さんめんろっぴ,,,,,,,,1,,,,追加：四字熟語
1499,三日天下,みっかてんか,,,,,,,,1,,,,追加：四字熟語
1500,四捨五入,ししゃごにゅう,,,,,,,,1,,,,追加：四字熟語
1501,四書五経,ししょごきょう,,,,,,,,1,,,,追加：四字熟語
1502,四通八達,しつうはったつ,,,,,,,,1,,,,追加：四字熟語
1503,四分五裂,しぶんごれつ,,,,,,,,1,,,,追加：四字熟語
1504,四方八方,しほうはっぽう,,,,,,,,1,,,,追加：四字熟語
1505,四海兄弟,しかいけいてい,,,,,,,,1,,,,追加：四字熟語
1506,四海同胞,しかいどうほう,,,,,,,,1,,,,追加：四字熟語
1507,五臓六腑,ごぞうろっぷ,,,,,,,,1,,,,追加：四字熟語
1508,五風十雨,ごふうじゅうう,,,,,,,,1,,,,追加：四字熟語
1509,五穀豊穣,ごこくほうじょう,,,,,,,,1,,,,追加：四字熟語
1510,六根清浄,ろっこんしょうじょう,,,,,,,,1,,,,追加：四字熟語
1511,七難八苦,しちなんはっく,,,,,,,,1,,,,追加：四字熟語
1512,七歩之才,しちほのさい,,,,,,,,1,,,,追加：四字熟語
1513,八面六臂,はちめんろっぴ,,,,,,,,1,,,,追加：四字熟語
1514,八紘一宇,はっこういちう,,,,,,,,1,,,,追加：四字熟語
1515,九分九厘,くぶくりん,,,,,,,,1,,,,追加：四字熟語
1516,十年一日,じゅうねんいちじつ,,,,,,,,1,,,,追加：四字熟語
1517,百花繚乱,ひゃっかりょうらん,,,,,,,,1,,,,追加：四字熟語
1518,百鬼夜行,ひゃっきやこう,,,,,,,,1,,,,追加：四字熟語
1519,百戦錬磨,ひゃくせんれんま,,,,,,,,1,,,,追加：四字熟語
1520,百戦百勝,ひゃくせんひゃくしょう,,,,,,,,1,,,,追加：四字熟語
1521,百折不撓,ひゃくせつふとう,,,,,,,,1,,,,追加：四字熟語
1522,百人百様,ひゃくにんひゃくよう,,,,,,,,1,,,,追加：四字熟語
1523,百家争鳴,ひゃっかそうめい,,,,,,,,1,,,,追加：四字熟語
1524,千差万別,せんさばんべつ,,,,,,,,1,,,,追加：四字熟語
1525,千思万考,せんしばんこう,,,,,,,,1,,,,追加：四字熟語
1526,千変万化,せんぺんばんか,,,,,,,,1,,,,追加：四字熟語
1527,千客万来,せんきゃくばんらい,,,,,,,,1,,,,追加：四字熟語
1528,千辛万苦,せんしんばんく,,,,,,,,1,,,,追加：四字熟語
1529,千紫万紅,せんしばんこう,,,,,,,,1,,,,追加：四字熟語
1530,千軍万馬,せんぐんばんば,,,,,,,,1,,,,追加：四字熟語
1531,千言万語,せんげんばんご,,,,,,,,1,,,,追加：四字熟語
1532,千呼万喚,せんこばんかん,,,,,,,,1,,,,追加：四字熟語
1533,万古不易,ばんこふえき,,,,,,,,1,,,,追加：四字熟語
1534,万事休す,ばんじきゅうす,,,,,,,,1,,,,追加：四字熟語
1535,万物流転,ばんぶつるてん,,,,,,,,1,,,,追加：四字熟語
1536,万里一空,ばんりいっくう,,,,,,,,1,,,,追加：四字熟語
1537,万緑一紅,ばんりょくいっこう,,,,,,,,1,,,,追加：四字熟語
1538,悪戦苦闘,あくせんくとう,,,,,,,,1,,,,追加：四字熟語
1539,悪口雑言,あっこうぞうごん,,,,,,,,1,,,,追加：四字熟語
1540,暗雲低迷,あんうんていめい,,,,,,,,1,,,,追加：四字熟語
1541,安心立命,あんしんりつめい,,,,,,,,1,,,,追加：四字熟語
1542,安寧秩序,あんねいちつじょ,,,,,,,,1,,,,追加：四字熟語
1543,安楽浄土,あんらくじょうど,,,,,,,,1,,,,追加：四字熟語
1544,意気軒昂,いきけんこう,,,,,,,,1,,,,追加：四字熟語
1545,意気消沈,いきしょうちん,,,,,,,,1,,,,追加：四字熟語
1546,意気揚々,いきようよう,,,,,,,,1,,,,追加：四字熟語
1547,異国情緒,いこくじょうちょ,,,,,,,,1,,,,追加：四字熟語
1548,異体同心,いたいどうしん,,,,,,,,1,,,,追加：四字熟語
1549,医食同源,いしょくどうげん,,,,,,,,1,,,,追加：四字熟語
1550,異端邪説,いたんじゃせつ,,,,,,,,1,,,,追加：四字熟語
1551,一衣帯水,いちいたいすい,,,,,,,,1,,,,追加：四字熟語
1552,因循姑息,いんじゅんこそく,,,,,,,,1,,,,追加：四字熟語
1553,隠忍自重,いんにんじちょう,,,,,,,,1,,,,追加：四字熟語
1554,紆余曲折,うよきょくせつ,,,,,,,,1,,,,追加：四字熟語
1555,雲散霧消,うんさんむしょう,,,,,,,,1,,,,追加：四字熟語
1556,英姿颯爽,えいしさっそう,,,,,,,,1,,,,追加：四字熟語
1557,永劫回帰,えいごうかいき,,,,,,,,1,,,,追加：四字熟語
1558,栄耀栄華,えいようえいが,,,,,,,,1,,,,追加：四字熟語
1559,益者三友,えきしゃさんゆう,,,,,,,,1,,,,追加：四字熟語
1560,会者定離,えしゃじょうり,,,,,,,,1,,,,追加：四字熟語
1561,越俎之罪,えっそのつみ,,,,,,,,1,,,,追加：四字熟語
1562,円満具足,えんまんぐそく,,,,,,,,1,,,,追加：四字熟語
1563,遠交近攻,えんこうきんこう,,,,,,,,1,,,,追加：四字熟語
1564,遠慮会釈,えんりょえしゃく,,,,,,,,1,,,,追加：四字熟語
1565,温厚篤実,おんこうとくじつ,,,,,,,,1,,,,追加：四字熟語
1566,音信不通,おんしんふつう,,,,,,,,1,,,,追加：四字熟語
1567,快刀乱麻,かいとうらんま,,,,,,,,1,,,,追加：四字熟語
1568,外柔内剛,がいじゅうないごう,,,,,,,,1,,,,追加：四字熟語
1569,臥薪嘗胆,がしんしょうたん,,,,,,,,1,,,,追加：四字熟語
1570,花鳥風月,かちょうふうげつ,,,,,,,,1,,,,追加：四字熟語
1571,家内安全,かないあんぜん,,,,,,,,1,,,,追加：四字熟語
1572,我武者羅,がむしゃら,,,,,,,,1,,,,追加：四字熟語
1573,寡廉鮮恥,かれんせんち,,,,,,,,1,,,,追加：四字熟語
1574,歓天喜地,かんてんきち,,,,,,,,1,,,,追加：四字熟語
1575,勧善懲悪,かんぜんちょうあく,,,,,,,,1,,,,追加：四字熟語
1576,感慨無量,かんがいむりょう,,,,,,,,1,,,,追加：四字熟語
1577,冠婚葬祭,かんこんそうさい,,,,,,,,1,,,,追加：四字熟語
1578,艱難辛苦,かんなんしんく,,,,,,,,1,,,,追加：四字熟語
1579,機知縦横,きちじゅうおう,,,,,,,,1,,,,追加：四字熟語
1580,危急存亡,ききゅうそんぼう,,,,,,,,1,,,,追加：四字熟語
1581,気炎万丈,きえんばんじょう,,,,,,,,1,,,,追加：四字熟語
1582,起死回生,きしかいせい,,,,,,,,1,,,,追加：四字熟語
1583,鬼哭啾啾,きこくしゅうしゅう,,,,,,,,1,,,,追加：四字熟語
1584,喜色満面,きしょくまんめん,,,,,,,,1,,,,追加：四字熟語
1585,気息奄々,きそくえんえん,,,,,,,,1,,,,追加：四字熟語
1586,吉凶禍福,きっきょうかふく,,,,,,,,1,,,,追加：四字熟語
1587,急転直下,きゅうてんちょっか,,,,,,,,1,,,,追加：四字熟語
1588,急流勇退,きゅうりゅうゆうたい,,,,,,,,1,,,,追加：四字熟語
1589,牛飲馬食,ぎゅういんばしょく,,,,,,,,1,,,,追加：四字熟語
1590,虚心坦懐,きょしんたんかい,,,,,,,,1,,,,追加：四字熟語
1591,清廉潔白,せいれんけっぱく,,,,,,,,1,,,,追加：四字熟語
1592,狂喜乱舞,きょうきらんぶ,,,,,,,,1,,,,追加：四字熟語
1593,強行突破,きょうこうとっぱ,,,,,,,,1,,,,追加：四字熟語
1594,教外別伝,きょうげべつでん,,,,,,,,1,,,,追加：四字熟語
1595,興味津々,きょうみしんしん,,,,,,,,1,,,,追加：四字熟語
1596,驚天動地,きょうてんどうち,,,,,,,,1,,,,追加：四字熟語
1597,金科玉条,きんかぎょくじょう,,,,,,,,1,,,,追加：四字熟語
1598,金城鉄壁,きんじょうてっぺき,,,,,,,,1,,,,追加：四字熟語
1599,空理空論,くうりくうろん,,,,,,,,1,,,,追加：四字熟語
1600,愚公移山,ぐこういざん,,,,,,,,1,,,,追加：四字熟語
1601,苦心惨憺,くしんさんたん,,,,,,,,1,,,,追加：四字熟語
1602,苦肉之策,くにくのさく,,,,,,,,1,,,,追加：四字熟語
1603,軽挙妄動,けいきょもうどう,,,,,,,,1,,,,追加：四字熟語
1604,経世済民,けいせいさいみん,,,,,,,,1,,,,追加：四字熟語
1605,鶏口牛後,けいこうぎゅうご,,,,,,,,1,,,,追加：四字熟語
1606,敬天愛人,けいてんあいじん,,,,,,,,1,,,,追加：四字熟語
1607,月下氷人,げっかひょうじん,,,,,,,,1,,,,追加：四字熟語
1608,捲土重来,けんどちょうらい,,,,,,,,1,,,,追加：四字熟語
1609,堅忍不抜,けんにんふばつ,,,,,,,,1,,,,追加：四字熟語
1610,牽強付会,けんきょうふかい,,,,,,,,1,,,,追加：四字熟語
1611,言語道断,ごんごどうだん,,,,,,,,1,,,,追加：四字熟語
1612,堅甲利兵,けんこうりへい,,,,,,,,1,,,,追加：四字熟語
1613,謙虚温厚,けんきょおんこう,,,,,,,,1,,,,追加：四字熟語
1614,元気溌剌,げんきはつらつ,,,,,,,,1,,,,追加：四字熟語
1615,光陰如箭,こういんじょせん,,,,,,,,1,,,,追加：四字熟語
1616,厚顔無恥,こうがんむち,,,,,,,,1,,,,追加：四字熟語
1617,巧言令色,こうげんれいしょく,,,,,,,,1,,,,追加：四字熟語
1618,公平無私,こうへいむし,,,,,,,,1,,,,追加：四字熟語
1619,孤軍奮闘,こぐんふんとう,,,,,,,,1,,,,追加：四字熟語
1620,虎視眈々,こしたんたん,,,,,,,,1,,,,追加：四字熟語
1621,再三再四,さいさんさいし,,,,,,,,1,,,,追加：四字熟語
1622,才子佳人,さいしかじん,,,,,,,,1,,,,追加：四字熟語
1623,採長補短,さいちょうほたん,,,,,,,,1,,,,追加：四字熟語
1624,山紫水明,さんしすいめい,,,,,,,,1,,,,追加：四字熟語
1625,残念無念,ざんねんむねん,,,,,,,,1,,,,追加：四字熟語
1626,自給自足,じきゅうじそく,,,,,,,,1,,,,追加：四字熟語
1627,自己矛盾,じこむじゅん,,,,,,,,1,,,,追加：四字熟語
1628,事実無根,じじつむこん,,,,,,,,1,,,,追加：四字熟語
1629,獅子奮迅,ししふんじん,,,,,,,,1,,,,追加：四字熟語
1630,枝葉末節,しようまっせつ,,,,,,,,1,,,,追加：四字熟語
1631,酒池肉林,しゅちにくりん,,,,,,,,1,,,,追加：四字熟語
1632,主客転倒,しゅかくてんとう,,,,,,,,1,,,,追加：四字熟語
1633,純真無垢,じゅんしんむく,,,,,,,,1,,,,追加：四字熟語
1634,笑止千万,しょうしせんばん,,,,,,,,1,,,,追加：四字熟語
1635,小心翼々,しょうしんよくよく,,,,,,,,1,,,,追加：四字熟語
1636,正真正銘,しょうしんしょうめい,,,,,,,,1,,,,追加：四字熟語
1637,生者必滅,しょうじゃひつめつ,,,,,,,,1,,,,追加：四字熟語
1638,盛者必衰,じょうしゃひっすい,,,,,,,,1,,,,追加：四字熟語
1639,諸行無常,しょぎょうむじょう,,,,,,,,1,,,,追加：四字熟語
1640,支離滅裂,しりめつれつ,,,,,,,,1,,,,追加：四字熟語
1641,神出鬼没,しんしゅつきぼつ,,,,,,,,1,,,,追加：四字熟語
1642,人跡未踏,じんせきみとう,,,,,,,,1,,,,追加：四字熟語
1643,人事不省,じんじふせい,,,,,,,,1,,,,追加：四字熟語
1644,人心一新,じんしんいっしん,,,,,,,,1,,,,追加：四字熟語
1645,水魚之交,すいぎょのまじわり,,,,,,,,1,,,,追加：四字熟語
1646,酔生夢死,すいせいむし,,,,,,,,1,,,,追加：四字熟語
1647,青天白日,せいてんはくじつ,,,,,,,,1,,,,追加：四字熟語
1648,青天霹靂,せいてんへきれき,,,,,,,,1,,,,追加：四字熟語
1649,生殺与奪,せいさつよだつ,,,,,,,,1,,,,追加：四字熟語
1650,前途多難,ぜんとたなん,,,,,,,,1,,,,追加：四字熟語
1651,前途洋々,ぜんとようよう,,,,,,,,1,,,,追加：四字熟語
1652,善男善女,ぜんなんぜんにょ,,,,,,,,1,,,,追加：四字熟語
1653,全身全霊,ぜんしんぜんれい,,,,,,,,1,,,,追加：四字熟語
1654,相思相愛,そうしそうあい,,,,,,,,1,,,,追加：四字熟語
1655,相即不離,そうそくふり,,,,,,,,1,,,,追加：四字熟語
1656,壮大無比,そうだいむひ,,,,,,,,1,,,,追加：四字熟語
1657,朝三暮四,ちょうさんぼし,,,,,,,,1,,,,追加：四字熟語
1658,沈思黙考,ちんしもっこう,,,,,,,,1,,,,追加：四字熟語
1659,津々浦々,つつうらうら,,,,,,,,1,,,,追加：四字熟語
1660,徹頭徹尾,てっとうてつび,,,,,,,,1,,,,追加：四字熟語
1661,天衣無縫,てんいむほう,,,,,,,,1,,,,追加：四字熟語
1662,天涯孤独,てんがいこどく,,,,,,,,1,,,,追加：四字熟語
1663,天下泰平,てんかたいへい,,,,,,,,1,,,,追加：四字熟語
1664,天真爛漫,てんしんらんまん,,,,,,,,1,,,,追加：四字熟語
1665,天変地異,てんぺんちい,,,,,,,,1,,,,追加：四字熟語
1666,同工異曲,どうこういきょく,,,,,,,,1,,,,追加：四字熟語
1667,同床異夢,どうしょういむ,,,,,,,,1,,,,追加：四字熟語
1668,独立独歩,どくりつどっぽ,,,,,,,,1,,,,追加：四字熟語
1669,南船北馬,なんせんほくば,,,,,,,,1,,,,追加：四字熟語
1670,難攻不落,なんこうふらく,,,,,,,,1,,,,追加：四字熟語
1671,八面玲瓏,はちめんれいろう,,,,,,,,1,,,,追加：四字熟語
1672,美辞麗句,びじれいく,,,,,,,,1,,,,追加：四字熟語
1673,風光明媚,ふうこうめいび,,,,,,,,1,,,,追加：四字熟語
1674,不撓不屈,ふとうふくつ,,,,,,,,1,,,,追加：四字熟語
1675,粉骨砕身,ふんこつさいしん,,,,,,,,1,,,,追加：四字熟語
1676,平穏無事,へいおんぶじ,,,,,,,,1,,,,追加：四字熟語
1677,傍若無人,ぼうじゃくぶじん,,,,,,,,1,,,,追加：四字熟語
1678,本末転倒,ほんまつてんとう,,,,,,,,1,,,,追加：四字熟語
1679,満身創痍,まんしんそうい,,,,,,,,1,,,,追加：四字熟語
1680,明朗闊達,めいろうかったつ,,,,,,,,1,,,,追加：四字熟語
1681,面目躍如,めんもくやくじょ,,,,,,,,1,,,,追加：四字熟語
1682,有言実行,ゆうげんじっこう,,,,,,,,1,,,,追加：四字熟語
1683,有名無実,ゆうめいむじつ,,,,,,,,1,,,,追加：四字熟語
1684,勇猛果敢,ゆうもうかかん,,,,,,,,1,,,,追加：四字熟語
1685,羊頭狗肉,ようとうくにく,,,,,,,,1,,,,追加：四字熟語
1686,余裕綽々,よゆうしゃくしゃく,,,,,,,,1,,,,追加：四字熟語
1687,落花流水,らっかりゅうすい,,,,,,,,1,,,,追加：四字熟語
1688,理路整然,りろせいぜん,,,,,,,,1,,,,追加：四字熟語
1689,和気藹々,わきあいあい,,,,,,,,1,,,,追加：四字熟語
1690,秋桜,こすもす,,,,,,,,,1,,,追加：難読漢字
1691,山茶花,さざんか,,,,,,,,,1,,,追加：難読漢字
1692,金木犀,きんもくせい,,,,,,,,,1,,,追加：難読漢字
1693,沈丁花,じんちょうげ,,,,,,,,,1,,,追加：難読漢字
1694,勿忘草,わすれなぐさ,,,,,,,,,1,,,追加：難読漢字
1695,合歓木,ねむのき,,,,,,,,,1,,,追加：難読漢字
1696,竜胆,りんどう,,,,,,,,,1,,,追加：難読漢字
1697,杜若,かきつばた,,,,,,,,,1,,,追加：難読漢字
1698,菖蒲,あやめ|しょうぶ,,,,,,,,,1,,,追加：難読漢字
1699,彼岸花,ひがんばな,,,,,,,,,1,,,追加：難読漢字
1700,撫子,なでしこ,,,,,,,,,1,,,追加：難読漢字
1701,桔梗,ききょう,,,,,,,,,1,,,追加：難読漢字
1702,芒,すすき,,,,,,,,,1,,,追加：難読漢字
1703,蓬,よもぎ,,,,,,,,,1,,,追加：難読漢字
1704,薺,なずな,,,,,,,,,1,,,追加：難読漢字
1705,芹,せり,,,,,,,,,1,,,追加：難読漢字
1706,蕨,わらび,,,,,,,,,1,,,追加：難読漢字
1707,薇,ぜんまい,,,,,,,,,1,,,追加：難読漢字
1708,菫,すみれ,,,,,,,,,1,,,追加：難読漢字
1709,椿,つばき,,,,,,,,,1,,,追加：難読漢字
1710,榎,えのき,,,,,,,,,1,,,追加：難読漢字
1711,欅,けやき,,,,,,,,,1,,,追加：難読漢字
1712,楓,かえで,,,,,,,,,1,,,追加：難読漢字
1713,柊,ひいらぎ,,,,,,,,,1,,,追加：難読漢字
1714,榊,さかき,,,,,,,,,1,,,追加：難読漢字
1715,樫,かし,,,,,,,,,1,,,追加：難読漢字
1716,檜,ひのき,,,,,,,,,1,,,追加：難読漢字
1717,杉,すぎ,,,,,,,,,1,,,追加：難読漢字
1718,松,まつ,,,,,,,,,1,,,追加：難読漢字
1719,柏,かしわ,,,,,,,,,1,,,追加：難読漢字
1720,梓,あずさ,,,,,,,,,1,,,追加：難読漢字
1721,楢,なら,,,,,,,,,1,,,追加：難読漢字
1722,樅,もみ,,,,,,,,,1,,,追加：難読漢字
1723,槐,えんじゅ,,,,,,,,,1,,,追加：難読漢字
1724,橘,たちばな,,,,,,,,,1,,,追加：難読漢字
1725,椛,もみじ,,,,,,,,,1,,,追加：難読漢字
1726,若布,わかめ,,,,,,,,,1,,,追加：難読漢字
1727,海苔,のり,,,,,,,,,1,,,追加：難読漢字
1728,昆布,こんぶ,,,,,,,,,1,,,追加：難読漢字
1729,木通,あけび,,,,,,,,,1,,,追加：難読漢字
1730,柘榴,ざくろ,,,,,,,,,1,,,追加：難読漢字
1731,蜜柑,みかん,,,,,,,,,1,,,追加：難読漢字
1732,枇杷,びわ,,,,,,,,,1,,,追加：難読漢字
1733,柚子,ゆず,,,,,,,,,1,,,追加：難読漢字
1734,柿,かき,,,,,,,,,1,,,追加：難読漢字
1735,栗,くり,,,,,,,,,1,,,追加：難読漢字
1736,李,すもも,,,,,,,,,1,,,追加：難読漢字
1737,杏,あんず,,,,,,,,,1,,,追加：難読漢字
1738,桃,もも,,,,,,,,,1,,,追加：難読漢字
1739,梨,なし,,,,,,,,,1,,,追加：難読漢字
1740,苺,いちご,,,,,,,,,1,,,追加：難読漢字
1741,胡桃,くるみ,,,,,,,,,1,,,追加：難読漢字
1742,銀杏,ぎんなん|いちょう,,,,,,,,,1,,,追加：難読漢字
1743,冬瓜,とうがん,,,,,,,,,1,,,追加：難読漢字
1744,蓮根,れんこん,,,,,,,,,1,,,追加：難読漢字
1745,茗荷,みょうが,,,,,,,,,1,,,追加：難読漢字
1746,辣韮,らっきょう,,,,,,,,,1,,,追加：難読漢字
1747,韮,にら,,,,,,,,,1,,,追加：難読漢字
1748,蕪,かぶ,,,,,,,,,1,,,追加：難読漢字
1749,蕎麦,そば,,,,,,,,,1,,,追加：難読漢字
1750,饂飩,うどん,,,,,,,,,1,,,追加：難読漢字
1751,蒟蒻,こんにゃく,,,,,,,,,1,,,追加：難読漢字
1752,湯葉,ゆば,,,,,,,,,1,,,追加：難読漢字
1753,団栗,どんぐり,,,,,,,,,1,,,追加：難読漢字
1754,杜鵑,ほととぎす,,,,,,,,,1,,,追加：難読漢字
1755,郭公,かっこう,,,,,,,,,1,,,追加：難読漢字
1756,鴎,かもめ,,,,,,,,,1,,,追加：難読漢字
1757,鵜,う,,,,,,,,,1,,,追加：難読漢字
1758,鶴,つる,,,,,,,,,1,,,追加：難読漢字
1759,鷹,たか,,,,,,,,,1,,,追加：難読漢字
1760,鷲,わし,,,,,,,,,1,,,追加：難読漢字
1761,鳶,とび,,,,,,,,,1,,,追加：難読漢字
1762,鴉,からす,,,,,,,,,1,,,追加：難読漢字
1763,孔雀,くじゃく,,,,,,,,,1,,,追加：難読漢字
1764,鴛鴦,おしどり,,,,,,,,,1,,,追加：難読漢字
1765,木菟,みみずく,,,,,,,,,1,,,追加：難読漢字
1766,鵞鳥,がちょう,,,,,,,,,1,,,追加：難読漢字
1767,鶏,にわとり,,,,,,,,,1,,,追加：難読漢字
1768,鶫,つぐみ,,,,,,,,,1,,,追加：難読漢字
1769,鶉,うずら,,,,,,,,,1,,,追加：難読漢字
1770,鴫,しぎ,,,,,,,,,1,,,追加：難読漢字
1771,鷺,さぎ,,,,,,,,,1,,,追加：難読漢字
1772,鸚鵡,おうむ,,,,,,,,,1,,,追加：難読漢字
1773,駝鳥,だちょう,,,,,,,,,1,,,追加：難読漢字
1774,海驢,あしか,,,,,,,,,1,,,追加：難読漢字
1775,海象,せいうち,,,,,,,,,1,,,追加：難読漢字
1776,羚羊,かもしか,,,,,,,,,1,,,追加：難読漢字
1777,鼬,いたち,,,,,,,,,1,,,追加：難読漢字
1778,狼,おおかみ,,,,,,,,,1,,,追加：難読漢字
1779,猪,いのしし,,,,,,,,,1,,,追加：難読漢字
1780,鹿,しか,,,,,,,,,1,,,追加：難読漢字
1781,熊,くま,,,,,,,,,1,,,追加：難読漢字
1782,猿,さる,,,,,,,,,1,,,追加：難読漢字
1783,鼠,ねずみ,,,,,,,,,1,,,追加：難読漢字
1784,羊,ひつじ,,,,,,,,,1,,,追加：難読漢字
1785,獺,かわうそ,,,,,,,,,1,,,追加：難読漢字
1786,鼈,すっぽん,,,,,,,,,1,,,追加：難読漢字
1787,蛇,へび,,,,,,,,,1,,,追加：難読漢字
1788,蜷,にな,,,,,,,,,1,,,追加：難読漢字
1789,蟇,ひきがえる,,,,,,,,,1,,,追加：難読漢字
1790,蛞蝓,なめくじ,,,,,,,,,1,,,追加：難読漢字
1791,蟷螂,かまきり,,,,,,,,,1,,,追加：難読漢字
1792,蜩,ひぐらし,,,,,,,,,1,,,追加：難読漢字
1793,蜉蝣,かげろう,,,,,,,,,1,,,追加：難読漢字
1794,蝉,せみ,,,,,,,,,1,,,追加：難読漢字
1795,螽斯,きりぎりす,,,,,,,,,1,,,追加：難読漢字
1796,飛蝗,ばった,,,,,,,,,1,,,追加：難読漢字
1797,蛍,ほたる,,,,,,,,,1,,,追加：難読漢字
1798,蝶,ちょう,,,,,,,,,1,,,追加：難読漢字
1799,蛾,が,,,,,,,,,1,,,追加：難読漢字
1800,蜂,はち,,,,,,,,,1,,,追加：難読漢字
1801,蚊,か,,,,,,,,,1,,,追加：難読漢字
1802,蝿,はえ,,,,,,,,,1,,,追加：難読漢字
1803,虻,あぶ,,,,,,,,,1,,,追加：難読漢字
1804,蚤,のみ,,,,,,,,,1,,,追加：難読漢字
1805,虱,しらみ,,,,,,,,,1,,,追加：難読漢字
1806,蜈蚣,むかで,,,,,,,,,1,,,追加：難読漢字
1807,蝦,えび,,,,,,,,,1,,,追加：難読漢字
1808,鮪,まぐろ,,,,,,,,,1,,,追加：難読漢字
1809,鰤,ぶり,,,,,,,,,1,,,追加：難読漢字
1810,鯵,あじ,,,,,,,,,1,,,追加：難読漢字
1811,鱈,たら,,,,,,,,,1,,,追加：難読漢字
1812,鮒,ふな,,,,,,,,,1,,,追加：難読漢字
1813,鱒,ます,,,,,,,,,1,,,追加：難読漢字
1814,鰈,かれい,,,,,,,,,1,,,追加：難読漢字
1815,鮃,ひらめ,,,,,,,,,1,,,追加：難読漢字
1816,鱸,すずき,,,,,,,,,1,,,追加：難読漢字
1817,鯰,なまず,,,,,,,,,1,,,追加：難読漢字
1818,鱧,はも,,,,,,,,,1,,,追加：難読漢字
1819,鯊,はぜ,,,,,,,,,1,,,追加：難読漢字
1820,鮫,さめ,,,,,,,,,1,,,追加：難読漢字
1821,鯱,しゃち,,,,,,,,,1,,,追加：難読漢字
1822,鰆,さわら,,,,,,,,,1,,,追加：難読漢字
1823,鰍,かじか,,,,,,,,,1,,,追加：難読漢字
1824,鮟鱇,あんこう,,,,,,,,,1,,,追加：難読漢字
1825,鰊,にしん,,,,,,,,,1,,,追加：難読漢字
1826,鱚,きす,,,,,,,,,1,,,追加：難読漢字
1827,鯣,するめ,,,,,,,,,1,,,追加：難読漢字
1828,鮑,あわび,,,,,,,,,1,,,追加：難読漢字
1829,栄螺,さざえ,,,,,,,,,1,,,追加：難読漢字
1830,蜆,しじみ,,,,,,,,,1,,,追加：難読漢字
1831,海胆,うに,,,,,,,,,1,,,追加：難読漢字
1832,雲丹,うに,,,,,,,,,1,,,追加：難読漢字
1833,欠伸,あくび,,,,,,,,,1,,,追加：難読漢字
1834,嚔,くしゃみ,,,,,,,,,1,,,追加：難読漢字
1835,嚏,くしゃみ,,,,,,,,,1,,,追加：難読漢字
1836,眩暈,めまい,,,,,,,,,1,,,追加：難読漢字
1837,火傷,やけど,,,,,,,,,1,,,追加：難読漢字
1838,風邪,かぜ,,,,,,,,,1,,,追加：難読漢字
1839,怪我,けが,,,,,,,,,1,,,追加：難読漢字
1840,痣,あざ,,,,,,,,,1,,,追加：難読漢字
1841,瘡蓋,かさぶた,,,,,,,,,1,,,追加：難読漢字
1842,踝,くるぶし,,,,,,,,,1,,,追加：難読漢字
